uniqueID,surname,allOtherNames,firstName,commonName,displayName,earlierOrLaterNames,title,gender,birthDate,birthYear,birthPlace,deathDate,member,senator,wasPrimeMinister,wikidataID,wikipedia,adb,comments
Critchley1892,Critchley,John Owen,John,Jack,"Critchley, Jack",NA,NA,male,1892-04-18,1892,Callington,1964-04-27,0,1,NA,Q6111898,https://en.wikipedia.org/wiki/Jack_Critchley,NA,NA
Croft1871,Croft,John William,John,NA,"Croft, John",NA,NA,male,1871-01-20,1871,Newcastle,1913-01-01,0,1,NA,Q6227675,https://en.wikipedia.org/wiki/John_Croft,NA,Exact death date unknown. Assigned as 1913-01-01
Crook1959,Crook,Anthony John,Anthony,Tony,"Crook, Tony",NA,NA,male,1959-06-23,1959,Merredin,NA,1,0,NA,Q7822135,https://en.wikipedia.org/wiki/Tony_Crook_(politician),NA,NA
Crosio1939,Crosio,Janice Anne,Janice,NA,"Crosio, Janice",NA,NA,female,1939-01-03,1939,Granville,NA,1,0,NA,Q6154225,https://en.wikipedia.org/wiki/Janice_Crosio,NA,NA
Cross1929,Cross,Manfred Douglas,Manfred,NA,"Cross, Manfred",NA,NA,male,1929-08-12,1929,Brisbane,NA,1,0,NA,Q6748485,https://en.wikipedia.org/wiki/Manfred_Cross,NA,NA
Crossin1956,Crossin,Patricia Margaret,Patricia,Trish,"Crossin, Trish",NA,NA,female,1956-03-21,1956,Melbourne,NA,0,1,NA,Q16187030,https://en.wikipedia.org/wiki/Trish_Crossin,NA,NA
Crouch1868,Crouch,Richard Armstrong,Richard,NA,"Crouch, Richard",NA,NA,male,1868-06-19,1868,Ballarat East,1949-04-08,1,0,NA,Q7324982,https://en.wikipedia.org/wiki/Richard_Crouch,NA,NA
Crowley1938,Crowley,Rosemary Anne,Rosemary,NA,"Crowley, Rosemary",NA,NA,female,1938-07-30,1938,Melbourne,NA,0,1,NA,Q7368342,https://en.wikipedia.org/wiki/Rosemary_Crowley,NA,NA
Cruickshank1853,Cruickshank,George Alexander,George,NA,"Cruickshank, George",NA,NA,male,1853-02-01,1853,Dubbo,1904-04-12,1,0,NA,Q5538252,https://en.wikipedia.org/wiki/George_Cruickshank_(Australian_politician),NA,NA
Culleton1964,Culleton,Rodney Norman,Rodney,Rod,"Culleton, Rod",NA,NA,male,1964-06-05,1964,Narrogin,NA,0,1,NA,Q26703083,https://en.wikipedia.org/wiki/Rod_Culleton,NA,NA
Culley1877,Culley,Charles Ernest,Charles,NA,"Culley, Charles",NA,NA,male,1877-04-16,1877,Broadmarsh,1949-06-10,1,0,NA,Q5076581,https://en.wikipedia.org/wiki/Charles_Culley,NA,NA
Culpin1846,Culpin,Millice,Millice,NA,"Culpin, Millice",NA,NA,male,1846-12-01,1846,Hertfordshire,1941-09-01,1,0,NA,Q6859544,https://en.wikipedia.org/wiki/Millice_Culpin,NA,NA
Cunningham1879,Cunningham,James,James,NA,"Cunningham, James",NA,NA,male,1879-12-28,1879,Wirrabara,1943-07-04,0,1,NA,Q6132035,https://en.wikipedia.org/wiki/James_Cunningham_(Australian_politician),NA,NA
Cunningham1889,Cunningham,Lucien Lawrence,Lucien,Lou,"Cunningham, Lou",NA,NA,male,1889-06-04,1889,Inverell,1948-03-23,1,0,NA,Q6685460,https://en.wikipedia.org/wiki/Lou_Cunningham,http://adb.anu.edu.au/biography/cunningham-lucien-lawrence-lou-9879,NA
Cunningham1939,Cunningham,Barry Thomas,Barry,NA,"Cunningham, Barry",NA,NA,male,1939-10-26,1939,Pakenham,2018-09-12,1,0,NA,Q4864143,https://en.wikipedia.org/wiki/Barry_Cunningham,NA,NA
Curtin1885,Curtin,John Joseph Ambrose,John,NA,"Curtin, John",NA,NA,male,1885-01-08,1885,Creswick,1945-07-05,1,0,1,Q23375,https://en.wikipedia.org/wiki/John_Curtin,NA,NA
Curtin1898,Curtin,Daniel James,Daniel,Dan,"Curtin, Dan",NA,NA,male,1898-02-04,1898,Sydney,1980-02-04,1,0,NA,Q5216891,https://en.wikipedia.org/wiki/Dan_Curtin,NA,NA
Cusack1868,Cusack,John Joseph,John,NA,"Cusack, John",NA,NA,male,1868-08-08,1868,Yass,1956-09-08,1,0,NA,Q3809177,https://en.wikipedia.org/wiki/John_Cusack_(politician),http://adb.anu.edu.au/biography/cusack-john-joseph-5856,NA
Daly1891,Daly,John Joseph,John,NA,"Daly, John",NA,NA,male,1891-11-10,1891,Thebarton,1942-04-13,0,1,NA,Q6228464,https://en.wikipedia.org/wiki/John_Daly_(Australian_politician),NA,NA
Daly1912,Daly,Frederick Michael,Frederick,Fred,"Daly, Fred",NA,NA,male,1912-06-13,1912,Currabubula,1995-08-02,1,0,NA,Q5494954,https://en.wikipedia.org/wiki/Fred_Daly_(politician),NA,NA
Danby1955,Danby,Michael David,Michael,NA,"Danby, Michael",NA,NA,male,1955-02-16,1955,Melbourne,NA,1,0,NA,Q6829697,https://en.wikipedia.org/wiki/Michael_Danby,NA,NA
Dankel1864,Dankel,George,George,NA,"Dankel, George",NA,NA,male,1864-03-06,1864,Brunswick,1926-05-31,1,0,NA,Q5538374,https://en.wikipedia.org/wiki/George_Dankel,NA,NA
Darcey1870,Darcey,Richard,Richard,NA,"Darcey, Richard",NA,NA,male,1870-02-26,1870,Launceston,1944-07-26,0,1,NA,Q7325093,https://en.wikipedia.org/wiki/Richard_Darcey,NA,NA
Dargavel1966,Dargavel,Steven John,Steven,Steve,"Dargavel, Steve",NA,NA,male,1966-06-10,1966,Traralgon,NA,1,0,NA,Q7612342,https://en.wikipedia.org/wiki/Steve_Dargavel,NA,NA
Darling1936,Darling,Elaine Elizabeth,Elaine,NA,"Darling, Elaine",nee Melloy,NA,female,1936-06-06,1936,Brisbane,2019-08-30,1,0,NA,Q5353191,https://en.wikipedia.org/wiki/Elaine_Darling,NA,NA
Dastyari1983,Dastyari,Sam,Sam,NA,"Dastyari, Sam",NA,NA,male,1983-07-28,1983,Sāri,NA,0,1,NA,Q16206062,https://en.wikipedia.org/wiki/Sam_Dastyari,NA,NA
DAth1970,D'Ath,Yvette Maree,Yvette,NA,"D'Ath, Yvette",NA,NA,female,1970-07-26,1970,Penrith,NA,1,0,NA,Q8062364,https://en.wikipedia.org/wiki/Yvette_D'Ath,NA,NA
Davey1972,Davey,Perin McGregor,Perin,NA,"Davey, Perin",NA,NA,female,1972-02-05,1972,Sydney,NA,0,1,NA,Q64685099,https://en.wikipedia.org/wiki/Perin_Davey,NA,NA
Davidson1897,Davidson,Charles William,Charles,NA,"Davidson, Charles",NA,NA,male,1897-09-14,1897,Toowong,1985-11-29,1,0,NA,Q5076753,https://en.wikipedia.org/wiki/Charles_Davidson_(politician),NA,NA
Davidson1915,Davidson,Gordon Sinclair,Gordon,NA,"Davidson, Gordon",NA,NA,male,1915-01-17,1915,Unley,2002-11-25,0,1,NA,Q16015452,https://en.wikipedia.org/wiki/Gordon_Davidson_(politician),NA,NA
Davies1884,Davies,William,William,Billy,"Davies, Billy",NA,NA,male,NA,1884,Abertillery,1956-02-17,1,0,NA,Q4912429,https://en.wikipedia.org/wiki/Billy_Davies_(politician),http://adb.anu.edu.au/biography/davies-william-5910,Exact year of birth is uncertain.
Davies1919,Davies,Ronald,Ronald,Ron,"Davies, Ron",NA,NA,male,1919-07-25,1919,Latrobe,1980-06-05,1,0,NA,Q7363676,https://en.wikipedia.org/wiki/Ron_Davies_(Tasmanian_politician),NA,Need to double check birthdate.
Davis1900,Davis,Francis John,Francis,Frank,"Davis, Frank",NA,NA,male,1900-04-13,1900,Melbourne,1980-02-28,1,0,NA,Q5486170,https://en.wikipedia.org/wiki/Frank_Davis_(Australian_politician),NA,NA
Dawkins1947,Dawkins,John Sydney,John,Joe,"Dawkins, Joe",NA,NA,male,1947-03-02,1947,Perth,NA,1,0,NA,Q1466753,https://en.wikipedia.org/wiki/John_Dawkins,NA,NA
Dawson1863,Dawson,Anderson,Anderson,NA,"Dawson, Anderson",NA,NA,male,1863-07-16,1863,Rockhampton,1910-07-20,0,1,NA,Q118051,https://en.wikipedia.org/wiki/Anderson_Dawson,NA,NA
Day1952,Day,Robert John,Robert,Bob,"Day, Bob",NA,NA,male,1952-07-05,1952,Manchester,NA,0,1,NA,Q4932238,https://en.wikipedia.org/wiki/Bob_Day,NA,NA
Deahm1938,Deahm,Margaret Joan,Margaret,Maggie,"Deahm, Maggie",NA,NA,female,1938-10-31,1938,Hurstville,2015-12-28,1,0,NA,Q6730212,https://en.wikipedia.org/wiki/Maggie_Deahm,NA,NA
Deakin1856,Deakin,Alfred,Alfred,NA,"Deakin, Alfred",NA,NA,male,1856-08-03,1856,Melbourne,1919-10-07,1,0,1,Q313805,https://en.wikipedia.org/wiki/Alfred_Deakin,NA,NA
Dean1913,Dean,Roger Levinge,Roger,NA,"Dean, Roger",NA,NA,male,1913-12-10,1913,Sydney,1998-01-07,1,0,NA,Q7358089,https://en.wikipedia.org/wiki/Roger_Dean_(Australian_politician),NA,NA
Dean1942,Dean,Arthur Gordon,Arthur,Gordon,"Dean, Gordon",NA,NA,male,1942-06-13,1942,Mackay,NA,1,0,NA,Q4798438,https://en.wikipedia.org/wiki/Gordon_Dean_(Australian_politician),NA,NA
Debus1943,Debus,Robert John,Robert,Bob,"Debus, Bob",NA,NA,male,1943-09-16,1943,Ryde,NA,1,0,NA,Q4932251,https://en.wikipedia.org/wiki/Bob_Debus,NA,NA
Dedman1896,Dedman,John Johnstone,John,NA,"Dedman, John",NA,NA,male,1896-06-02,1896,Wigtownshire,1973-11-22,1,0,NA,Q15489457,https://en.wikipedia.org/wiki/John_Dedman,NA,NA
Dein1889,Dein,Adam Kemball,Adam,Dick,"Dein, Dick",NA,NA,male,1889-03-04,1889,Orange,1969-05-09,1,1,NA,Q5272825,https://en.wikipedia.org/wiki/Dick_Dein,NA,NA
deLargie1859,de Largie,Hugh,Hugh,NA,"de Largie, Hugh",NA,NA,male,1859-03-24,1859,Airdrie,1947-05-09,0,1,NA,Q5933180,https://en.wikipedia.org/wiki/Hugh_de_Largie,NA,NA
Denman1937,Denman,Kay Janet,Kay,NA,"Denman, Kay",NA,NA,female,1937-07-22,1937,Latrobe,NA,0,1,NA,Q6380177,https://en.wikipedia.org/wiki/Kay_Denman,NA,NA
Dennis1870,Dennis,Samuel,Samuel,NA,"Dennis, Samuel",NA,NA,male,1870-03-26,1870,Melbourne,1945-01-28,1,0,NA,Q7411254,https://en.wikipedia.org/wiki/Samuel_Dennis,NA,NA
Devereux1946,Devereux,John Robert,John,NA,"Devereux, John",NA,NA,male,1946-02-08,1946,Queenstown,NA,0,1,NA,Q16107277,https://en.wikipedia.org/wiki/John_Devereux_(politician),NA,NA
Devine1923,Devine,Leonard Thomas,Leonard,Len,"Devine, Len",NA,NA,male,1923-10-14,1923,NA,2008-05-29,1,0,NA,Q6525233,https://en.wikipedia.org/wiki/Len_Devine,NA,NA
Devitt1921,Devitt,Donald Michael,Donald,Don,"Devitt, Don",NA,NA,male,1921-07-11,1921,Launceston,2008-07-10,0,1,NA,Q5292514,https://en.wikipedia.org/wiki/Don_Devitt,NA,NA
Devlin1898,Devlin,John Joseph,John,Jack,"Devlin, Jack",NA,NA,male,1898-06-06,1898,Violet Town,1957-05-26,0,1,NA,Q6112096,https://en.wikipedia.org/wiki/Jack_Devlin_(Australian_politician),NA,Need to double check birthdate.
Devlin1926,Devlin,Arthur Ray,Arthur,Ray,"Devlin, Ray",NA,NA,male,1926-03-17,1926,Burnie,1995-05-17,0,1,NA,Q7297395,https://en.wikipedia.org/wiki/Ray_Devlin,NA,NA
Dick1972,Dick,Dugald Milton,Dugald,Milton,"Dick, Milton",NA,NA,male,1972-07-21,1972,Brisbane,NA,1,0,NA,Q20983429,https://en.wikipedia.org/wiki/Milton_Dick,NA,NA
DiNatale1970,Di Natale,Richard,Richard,NA,"Di Natale, Richard",NA,NA,male,1970-06-06,1970,Melbourne,NA,0,1,NA,Q186010,https://en.wikipedia.org/wiki/Richard_Di_Natale,NA,NA
Dittmer1904,Dittmer,Felix Cyril Sigismund,Felix,NA,"Dittmer, Felix",NA,NA,male,1904-06-27,1904,Dugandan,1977-08-29,0,1,NA,Q5442184,https://en.wikipedia.org/wiki/Felix_Dittmer,NA,NA
Dobie1927,Dobie,James Donald Mathieson,James,Don,"Dobie, Don",NA,NA,male,1927-07-28,1927,Glasgow,1996-11-25,1,0,NA,Q5292527,https://en.wikipedia.org/wiki/Don_Dobie,NA,NA
Dobson1841,Dobson,Henry,Henry,NA,"Dobson, Henry",NA,NA,male,1841-12-24,1841,Hobart,1918-10-10,0,1,NA,Q5720381,https://en.wikipedia.org/wiki/Henry_Dobson,NA,NA
Dodd1953,Dodd,Peter George,Peter,NA,"Dodd, Peter",NA,NA,male,1953-10-31,1953,Sydney,NA,1,0,NA,Q7173687,https://en.wikipedia.org/wiki/Peter_Dodd,NA,NA
Dodson1948,Dodson,Patrick Lionel Djargun,Patrick,Pat,"Dodson, Pat",NA,NA,male,1948-01-29,1948,Broome,NA,0,1,NA,Q7146371,https://en.wikipedia.org/wiki/Pat_Dodson,NA,NA
Dondas1939,Dondas,Nicholas Manuel,Nicholas,Nick,"Dondas, Nick",NA,NA,male,1939-10-26,1939,Perth,NA,1,0,NA,Q15485299,https://en.wikipedia.org/wiki/Nick_Dondas,NA,NA
Dooley1884,Dooley,John Braidwood,John,NA,"Dooley, John",NA,NA,male,1884-11-11,1884,Tumbarumba,1961-08-02,0,1,NA,Q6229785,https://en.wikipedia.org/wiki/John_Dooley_(politician),NA,NA
Downer1843,Downer,John William,John,NA,"Downer, John",Sir John,NA,male,1843-07-06,1843,Adelaide,1915-08-02,0,1,NA,Q6230006,https://en.wikipedia.org/wiki/John_Downer,NA,NA
Downer1910,Downer,Alexander Russell,Alexander,Alick,"Downer, Alick",NA,NA,male,1910-04-07,1910,North Adelaide,1981-03-30,1,0,NA,Q4714124,https://en.wikipedia.org/wiki/Alick_Downer,NA,NA
Downer1951,Downer,Alexander John Gosse,Alexander,NA,"Downer, Alexander",NA,NA,male,1951-09-09,1951,Adelaide,NA,1,0,NA,Q1239291,https://en.wikipedia.org/wiki/Alexander_Downer,NA,NA
Doyle1922,Doyle,Francis Edward,Francis,Frank,"Doyle, Frank",NA,NA,male,1922-06-17,1922,Oakey,1984-03-13,1,0,NA,Q5486290,https://en.wikipedia.org/wiki/Frank_Doyle_(politician),NA,NA
Drake1850,Drake,James George,James,NA,"Drake, James",NA,NA,male,1850-04-26,1850,London,1941-08-01,0,1,NA,Q6132824,https://en.wikipedia.org/wiki/James_Drake,NA,NA
DrakeBrockman1884,Drake-Brockman,Edmund Alfred,Edmund,NA,"Drake-Brockman, Edmund",NA,NA,male,1884-02-21,1884,Busselton,1949-06-01,0,1,NA,Q5339420,https://en.wikipedia.org/wiki/Edmund_Drake-Brockman,NA,NA
DrakeBrockman1919,Drake-Brockman,Thomas Charles,Thomas,NA,"Drake-Brockman, Thomas",NA,NA,male,1919-05-15,1919,Toodyay,1992-08-28,0,1,NA,Q7815647,https://en.wikipedia.org/wiki/Tom_Drake-Brockman,NA,NA
Drakeford1878,Drakeford,Arthur Samuel,Arthur,NA,"Drakeford, Arthur",NA,NA,male,1878-04-26,1878,Fitzroy,1957-06-09,1,0,NA,Q709139,https://en.wikipedia.org/wiki/Arthur_Drakeford,NA,NA
Draper1959,Draper,Patricia,Patricia,Trish,"Draper, Trish",NA,NA,female,1959-04-02,1959,Woodville,NA,1,0,NA,Q7843987,https://en.wikipedia.org/wiki/Trish_Draper,NA,NA
Dreyfus1956,Dreyfus,Mark Alfred,Mark,NA,"Dreyfus, Mark",NA,NA,male,1956-10-03,1956,Perth,NA,1,0,NA,Q6767411,https://en.wikipedia.org/wiki/Mark_Dreyfus,NA,NA
Drum1960,Drum,Damian Kevin,Kevin,NA,"Drum, Kevin",NA,NA,male,1960-07-28,1960,Shepparton,NA,1,0,NA,Q5212240,https://en.wikipedia.org/wiki/Damian_Drum,NA,NA
Drummond1890,Drummond,David Henry,David,NA,"Drummond, David",NA,NA,male,1890-02-11,1890,Lewisham,1965-06-13,1,0,NA,Q5233082,https://en.wikipedia.org/wiki/David_Drummond_(politician),NA,NA
Drummond1931,Drummond,Peter Hertford,Peter,NA,"Drummond, Peter",NA,NA,male,1931-08-21,1931,Wagga Wagga,2013-12-10,1,0,NA,Q7173745,https://en.wikipedia.org/wiki/Peter_Drummond_(politician),NA,NA
Drury1911,Drury,Edward Nigel,Edward,Nigel,"Drury, Nigel",NA,NA,male,1911-05-15,1911,Clifton,1984-05-17,1,0,NA,Q7032357,https://en.wikipedia.org/wiki/Nigel_Drury,NA,NA
Drury1912,Drury,Arnold Joseph,Arnold,NA,"Drury, Arnold",NA,NA,male,1912-07-23,1912,Adelaide,1995-10-10,0,1,NA,Q4795020,https://en.wikipedia.org/wiki/Arnold_Drury,NA,NA
Dubois1940,Dubois,Stephen Cairfield,Stephen,NA,"Dubois, Stephen",NA,NA,male,1940-02-01,1940,Vanuatu,NA,1,0,NA,Q7609102,https://en.wikipedia.org/wiki/Stephen_Dubois,NA,NA
Duffy1938,Duffy,Michael John,Michael,NA,"Duffy, Michael",NA,NA,male,1938-03-02,1938,Mildura,NA,1,0,NA,Q6829967,https://en.wikipedia.org/wiki/Michael_Duffy_(Australian_politician),NA,NA
Duncan1883,Duncan,Walter Leslie,Walter,NA,"Duncan, Walter",NA,NA,male,1883-03-14,1883,Armidale,1947-05-28,0,1,NA,Q7964705,https://en.wikipedia.org/wiki/Walter_Leslie_Duncan,NA,NA
Duncan1945,Duncan,Peter,Peter,NA,"Duncan, Peter",NA,NA,male,1945-01-01,1945,Melbourne,NA,1,0,NA,Q7173764,https://en.wikipedia.org/wiki/Peter_Duncan_(Australian_politician),NA,NA
DuncanHughes1882,Duncan-Hughes,John Grant,John,Jack,"Duncan-Hughes, Jack",NA,NA,male,1882-09-01,1882,Watervale,1962-08-13,1,1,NA,Q6112211,https://en.wikipedia.org/wiki/Jack_Duncan-Hughes,NA,NA
Duniam1982,Duniam,Jonathan Roy,Jonathan,NA,"Duniam, Jonathan",NA,NA,male,1982-12-31,1982,Launceston,NA,0,1,NA,Q25268390,https://en.wikipedia.org/wiki/Jonathon_Duniam,NA,NA
Dunn1887,Dunn,James Patrick Digger,James,NA,"Dunn, James",NA,NA,male,1887-08-20,1887,Liverpool,1945-11-21,0,1,NA,Q6132955,https://en.wikipedia.org/wiki/James_Dunn_(Australian_politician),NA,NA
Dunn1948,Dunn,Patricia Irene Irina,Patricia,Irina,"Dunn, Irina",NA,NA,female,1948-03-17,1948,Shanghai,NA,0,1,NA,Q6069791,https://en.wikipedia.org/wiki/Irina_Dunn,NA,NA
Durack1926,Durack,Peter Drew,Peter,NA,"Durack, Peter",NA,NA,male,1926-10-20,1926,Perth,2008-07-13,0,1,NA,Q7173773,https://en.wikipedia.org/wiki/Peter_Durack,NA,NA
Duthie1912,Duthie,Gilbert William Arthur,Gilbert,NA,"Duthie, Gilbert",NA,NA,male,1912-05-21,1912,Nhill,1998-06-13,1,0,NA,Q5560501,https://en.wikipedia.org/wiki/Gil_Duthie,NA,NA
Dutton1970,Dutton,Peter Craig,Peter,NA,"Dutton, Peter",NA,NA,male,1970-11-18,1970,Brisbane,NA,1,0,NA,Q7173778,https://en.wikipedia.org/wiki/Peter_Dutton,NA,NA
Earle1865,Earle,John,John,NA,"Earle, John",NA,NA,male,1865-11-15,1865,Bridgewater,1932-02-06,0,1,NA,Q16029310,https://en.wikipedia.org/wiki/John_Earle_(Australian_politician),NA,NA
Easson1955,Easson,Mary Louise,Mary,NA,"Easson, Mary",NA,NA,female,1955-06-16,1955,Melbourne,NA,1,0,NA,Q6779376,https://en.wikipedia.org/wiki/Mary_Easson,NA,NA
Edmonds1903,Edmonds,William Frederick,William,Bill,"Edmonds, Bill",NA,NA,male,1903-10-23,1903,Charters Towers,1968-11-24,1,0,NA,Q8008398,https://en.wikipedia.org/wiki/Bill_Edmonds,NA,NA
Edwards1842,Edwards,Richard,Richard,NA,"Edwards, Richard",NA,NA,male,NA,1842,Montgomeryshire,1915-10-29,1,0,NA,Q7325458,https://en.wikipedia.org/wiki/Richard_Edwards_(Australian_politician),NA,NA
Edwards1855,Edwards,George Bertrand,George,NA,"Edwards, George",NA,NA,male,1855-01-30,1855,Hobart,1911-02-04,1,0,NA,Q5538899,https://en.wikipedia.org/wiki/George_Edwards_(Australian_politician),NA,NA
Edwards1927,Edwards,Harold Raymond,Harold,Harry,"Edwards, Harry",NA,NA,male,1927-01-10,1927,Drummoyne,2012-06-26,1,0,NA,Q16019373,https://en.wikipedia.org/wiki/Harry_Edwards_(politician),NA,NA
Edwards1945,Edwards,Ronald Frederick,Ronald,Ron,"Edwards, Ron",NA,NA,male,1945-07-02,1945,Perth,NA,1,0,NA,Q7363728,https://en.wikipedia.org/wiki/Ron_Edwards_(Australian_politician),NA,NA
Edwards1946,Edwards,Graham John,Graham,NA,"Edwards, Graham",NA,NA,male,1946-07-18,1946,Kalgoorlie,NA,1,0,NA,Q5592802,https://en.wikipedia.org/wiki/Graham_Edwards_(politician),NA,NA
Edwards1962,Edwards,Sean Christopher,Sean,NA,"Edwards, Sean",NA,NA,male,1962-01-02,1962,Clare,NA,0,1,NA,Q7440972,https://en.wikipedia.org/wiki/Sean_Edwards_(politician),NA,NA
Eggins1898,Eggins,Eldred James,Eldred,Jim,"Eggins, Jim",NA,NA,male,1898-04-07,1898,Grafton,1952-01-28,1,0,NA,Q6133411,https://en.wikipedia.org/wiki/Jim_Eggins,NA,NA
Eggleston1941,Eggleston,Alan,Alan,NA,"Eggleston, Alan",NA,NA,male,1941-12-30,1941,Busselton,NA,0,1,NA,Q4706579,https://en.wikipedia.org/wiki/Alan_Eggleston,NA,NA
Einfeld1909,Einfeld,Sydney David,Sydney,Syd,"Einfeld, Syd",NA,NA,male,1909-06-17,1909,Sydney,1995-06-16,1,0,NA,Q7659676,https://en.wikipedia.org/wiki/Syd_Einfeld,NA,NA
Eldridge1872,Eldridge,John Chambers,John,NA,"Eldridge, John",NA,NA,male,NA,1872,Kolkata,1954-04-17,1,0,NA,Q6231555,https://en.wikipedia.org/wiki/John_Eldridge_(politician),NA,NA
Ellicott1927,Ellicott,Robert James,Robert,Bob,"Ellicott, Bob",NA,NA,male,1927-04-15,1927,Moree,NA,1,0,NA,Q4932363,https://en.wikipedia.org/wiki/Bob_Ellicott,NA,NA
Elliot1967,Elliot,Maria Justine,Maria,Justine,"Elliot, Justine",NA,NA,female,1967-07-29,1967,Brisbane,NA,1,0,NA,Q6318352,https://en.wikipedia.org/wiki/Justine_Elliot,NA,NA
Elliott1878,Elliott,Harold Edward,Harold,NA,"Elliott, Harold",NA,NA,male,1878-06-19,1878,Charlton,1931-03-23,0,1,NA,Q13474753,https://en.wikipedia.org/wiki/Harold_Edward_Elliott#Political_service,NA,NA
Elliott1884,Elliott,Robert Charles Dunlop,Robert,NA,"Elliott, Robert",NA,NA,male,1884-10-28,1884,Kyneton,1950-03-06,0,1,NA,Q7344022,https://en.wikipedia.org/wiki/Robert_Elliott_(Victorian_politician),NA,Need to double check birthdate.
Elliott1954,Elliott,Robert Paul,Robert,Paul,"Elliott, Paul",NA,NA,male,1954-09-24,1954,Ballina,NA,1,0,NA,Q7150487,https://en.wikipedia.org/wiki/Paul_Elliott_(politician),NA,NA
Ellis1946,Ellis,Annette Louise,Annette,NA,"Ellis, Annette",NA,NA,female,1946-10-13,1946,Melbourne,NA,1,0,NA,Q4769070,https://en.wikipedia.org/wiki/Annette_Ellis,NA,NA
Ellis1977,Ellis,Katherine Margaret,Katherine,Kate,"Ellis, Kate",NA,NA,female,1977-09-22,1977,Melbourne,NA,1,0,NA,Q4354268,https://en.wikipedia.org/wiki/Kate_Ellis,NA,NA
Ellison1954,Ellison,Christopher Martin,Christopher,Chris,"Ellison, Chris",NA,NA,male,1954-06-15,1954,Bulawayo,NA,0,1,NA,Q5106492,https://en.wikipedia.org/wiki/Chris_Ellison_(politician),NA,NA
Elson1947,Elson,Kay Selma,Kay,NA,"Elson, Kay",NA,NA,female,1947-01-25,1947,Brisbane,NA,1,0,NA,Q6380180,https://en.wikipedia.org/wiki/Kay_Elson,NA,NA
Elstob1924,Elstob,Ronald Charles,Ronald,NA,"Elstob, Ronald",NA,NA,male,1924-11-29,1924,Toowoomba,NA,0,1,NA,Q7363736,https://en.wikipedia.org/wiki/Ron_Elstob,NA,NA
Emerson1954,Emerson,Craig Anthony,Craig,NA,"Emerson, Craig",NA,NA,male,1954-11-15,1954,Baradine,NA,1,0,NA,Q5180933,https://en.wikipedia.org/wiki/Craig_Emerson,NA,NA
Enderby1926,Enderby,Keppel Earl,Keppel,Kep,"Enderby, Kep",NA,NA,male,1926-06-25,1926,Dubbo,2015-01-07,1,0,NA,Q20886,https://en.wikipedia.org/wiki/Kep_Enderby,NA,NA
England1911,England,John Armstrong,John,NA,"England, John",NA,NA,male,1911-10-12,1911,Sydney,1985-06-18,1,0,NA,Q6231793,https://en.wikipedia.org/wiki/John_England_(politician),NA,NA
Entsch1950,Entsch,Warren George,Warren,NA,"Entsch, Warren",NA,NA,male,1950-05-31,1950,Babinda,NA,1,0,NA,Q7970178,https://en.wikipedia.org/wiki/Warren_Entsch,NA,NA
Erwin1917,Erwin,George Dudley,George,Dudley,"Erwin, Dudley",NA,NA,male,1917-08-20,1917,Winchelsea,1984-10-29,1,0,NA,Q5311860,https://en.wikipedia.org/wiki/Dudley_Erwin,NA,NA
Evans1928,Evans,John Gordon,John,Jack,"Evans, Jack",NA,NA,male,1928-11-28,1928,Southern Cross,2009-10-02,0,1,NA,Q1677030,https://en.wikipedia.org/wiki/Jack_Evans_(Australian_politician),NA,NA
Evans1944,Evans,Gareth John,Gareth,NA,"Evans, Gareth",NA,NA,male,1944-09-05,1944,Melbourne,NA,1,1,NA,Q381902,https://en.wikipedia.org/wiki/Gareth_Evans_(politician),NA,NA
Evans1958,Evans,Christopher Vaughan,Christopher,Chris,"Evans, Chris",NA,NA,male,1958-05-14,1958,Cuckfield,NA,0,1,NA,Q466583,https://en.wikipedia.org/wiki/Chris_Evans_(Australian_politician),NA,NA
Evans1981,Evans,Trevor Mark,Trevor,NA,"Evans, Trevor",NA,NA,male,1981-08-28,1981,Tweed Heads,NA,1,0,NA,Q27435052,https://en.wikipedia.org/wiki/Trevor_Evans_(politician),NA,NA
EvansMartyn1953,Evans,Martyn John,Martyn,NA,"Evans, Martyn",NA,NA,male,1953-11-27,1953,Birmingham,NA,1,0,NA,Q6777622,https://en.wikipedia.org/wiki/Martyn_Evans,NA,NA
EvansRichard1953,Evans,Richard David Conroy,Richard,NA,"Evans, Richard",NA,NA,male,1953-09-07,1953,NA,NA,1,0,NA,Q7325546,https://en.wikipedia.org/wiki/Richard_Evans_(Australian_politician),NA,NA
Evatt1894,Evatt,Herbert Vere,Herbert,Herbert,"Evatt, Herbert",NA,NA,male,1894-04-30,1894,East Maitland,1965-11-02,1,0,NA,Q1388459,https://en.wikipedia.org/wiki/H._V._Evatt,NA,NA
Everett1917,Everett,Mervyn George,Mervyn,Merv,"Everett, Merv",NA,NA,male,1917-10-07,1917,Sandy Bay,1988-10-27,0,1,NA,Q6820797,https://en.wikipedia.org/wiki/Merv_Everett,NA,"ADB and Tassie parliament both have 27th as death date, even though Wikipedia has different: http://www.parliament.tas.gov.au/History/tasparl/everettm557.htm"
Everingham1923,Everingham,Douglas Nixon,Douglas,Doug,"Everingham, Doug",NA,Dr,male,1923-06-25,1923,Wauchope,2017-08-24,1,0,NA,Q5300460,https://en.wikipedia.org/wiki/Doug_Everingham,NA,NA
