Canada, Death rates (period 1x1), 	Last modified: 26 Sep 2017;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1930          49             0.008133        0.008729        0.008459
  1930          50             0.008939        0.010802        0.009958
  1930          51             0.007816        0.008682        0.008289
  1930          52             0.009849        0.011192        0.010580
  1930          53             0.009219        0.011367        0.010387
  1930          54             0.010847        0.012261        0.011614
  1930          55             0.012173        0.014190        0.013264
  1930          56             0.012010        0.015084        0.013669
  1930          57             0.013472        0.015390        0.014504
  1930          58             0.015690        0.016976        0.016380
  1930          59             0.015866        0.017318        0.016643
  1930          60             0.018280        0.022957        0.020774
  1930          61             0.016526        0.017378        0.016979
  1930          62             0.019644        0.022486        0.021150
  1930          63             0.020884        0.025720        0.023439
  1930          64             0.026024        0.028067        0.027099
  1930          65             0.030009        0.034029        0.032117
  1930          66             0.027261        0.033046        0.030284
  1930          67             0.033060        0.034799        0.033966
  1930          68             0.037050        0.041354        0.039287
  1930          69             0.037550        0.044432        0.041123
  1930          70             0.046600        0.053625        0.050242
  1930          71             0.039546        0.045945        0.042860
  1930          72             0.053080        0.061468        0.057418
  1930          73             0.056605        0.059860        0.058284
  1930          74             0.059859        0.072686        0.066450
  1930          75             0.072834        0.079045        0.076012
  1930          76             0.076463        0.085637        0.081135
  1930          77             0.077803        0.087049        0.082485
  1930          78             0.093147        0.106754        0.099993
  1930          79             0.099870        0.118643        0.109247
  1930          80             0.107035        0.125929        0.116148
  1930          81             0.098933        0.108247        0.103345
  1930          82             0.116291        0.145005        0.129618
  1930          83             0.139082        0.157441        0.147500
  1930          84             0.160605        0.174176        0.166737
  1930          85             0.162004        0.186956        0.173029
  1930          86             0.176087        0.195276        0.184431
  1930          87             0.191075        0.227193        0.206734
  1930          88             0.211044        0.233031        0.220513
  1930          89             0.191848        0.239571        0.211836
  1930          90             0.282060        0.264542        0.274806
  1930          91             0.205300        0.269693        0.232313
  1930          92             0.332188        0.299828        0.318454
  1930          93             0.263744        0.378779        0.312215
  1930          94             0.287848        0.316112        0.299150
  1930          95             0.274884        0.325448        0.294252
  1930          96             0.348682        0.354736        0.350930
  1930          97             0.397665        0.441093        0.414191
  1930          98             0.337064        0.382739        0.354799
  1930          99             0.430037        0.432227        0.430887
  1930         100             0.403288        0.564176        0.466304
  1930         101             0.424609        0.622460        0.505282
  1930         102             0.458393        0.706505        0.562654
  1930         103             0.498329        0.801118        0.621188
  1930         104             0.558497        0.941104        0.714539
  1930         105             0.743891        1.397039        1.006494
  1930         106             1.182482        2.449438        1.681416
  1930         107             6.000000        4.193548        4.576271
  1930         108                   .              .              .
  1930         109                   .              .              .
  1930         110+                  .              .              .
  1931           0             0.087137        0.114285        0.100872
  1931           1             0.012098        0.013325        0.012718
  1931           2             0.004988        0.005901        0.005449
  1931           3             0.003852        0.004218        0.004037
  1931           4             0.002905        0.002773        0.002839
  1931           5             0.002056        0.002424        0.002242
  1931           6             0.002237        0.002574        0.002408
  1931           7             0.001653        0.001988        0.001823
  1931           8             0.001432        0.001853        0.001645
  1931           9             0.001251        0.002037        0.001648
  1931          10             0.001260        0.001557        0.001410
  1931          11             0.001589        0.001547        0.001568
  1931          12             0.001354        0.001261        0.001307
  1931          13             0.001730        0.001510        0.001619
  1931          14             0.001644        0.001670        0.001657
  1931          15             0.001620        0.001872        0.001747
  1931          16             0.001884        0.002359        0.002124
  1931          17             0.002407        0.002535        0.002472
  1931          18             0.002271        0.002664        0.002470
  1931          19             0.002907        0.003146        0.003028
  1931          20             0.002837        0.003008        0.002924
  1931          21             0.003033        0.003435        0.003236
  1931          22             0.003267        0.003143        0.003204
  1931          23             0.003542        0.003244        0.003390
  1931          24             0.003596        0.003388        0.003489
  1931          25             0.003592        0.003492        0.003541
  1931          26             0.003306        0.003279        0.003292
  1931          27             0.003579        0.003285        0.003426
  1931          28             0.004221        0.003707        0.003953
  1931          29             0.004031        0.003158        0.003576
  1931          30             0.004272        0.003814        0.004034
  1931          31             0.004129        0.003543        0.003825
  1931          32             0.004340        0.003457        0.003882
  1931          33             0.003989        0.003460        0.003715
  1931          34             0.004272        0.003385        0.003812
  1931          35             0.004944        0.004020        0.004464
  1931          36             0.004995        0.004136        0.004549
  1931          37             0.004589        0.004213        0.004394
  1931          38             0.004753        0.004584        0.004664
  1931          39             0.004653        0.004149        0.004388
  1931          40             0.004786        0.005326        0.005072
  1931          41             0.004584        0.004304        0.004435
  1931          42             0.005275        0.005912        0.005618
  1931          43             0.005117        0.005695        0.005430
  1931          44             0.005247        0.006014        0.005663
  1931          45             0.005571        0.007489        0.006617
  1931          46             0.006600        0.006027        0.006286
  1931          47             0.006822        0.006603        0.006702
  1931          48             0.007239        0.008018        0.007668
  1931          49             0.006728        0.007966        0.007408
  1931          50             0.008405        0.010416        0.009508
  1931          51             0.006264        0.009275        0.007912
  1931          52             0.009510        0.011331        0.010505
  1931          53             0.010542        0.010989        0.010786
  1931          54             0.010478        0.011418        0.010990
  1931          55             0.010788        0.013054        0.012021
  1931          56             0.012845        0.014302        0.013636
  1931          57             0.013088        0.015254        0.014262
  1931          58             0.015223        0.016891        0.016124
  1931          59             0.014878        0.017424        0.016249
  1931          60             0.019698        0.021333        0.020575
  1931          61             0.015889        0.019261        0.017690
  1931          62             0.020258        0.021477        0.020906
  1931          63             0.022974        0.026574        0.024882
  1931          64             0.025383        0.026308        0.025871
  1931          65             0.028454        0.033954        0.031345
  1931          66             0.025603        0.029326        0.027552
  1931          67             0.028160        0.033532        0.030962
  1931          68             0.035380        0.040335        0.037957
  1931          69             0.035126        0.040207        0.037763
  1931          70             0.042342        0.048394        0.045478
  1931          71             0.040288        0.049801        0.045208
  1931          72             0.052301        0.057110        0.054784
  1931          73             0.054241        0.060886        0.057664
  1931          74             0.060376        0.062098        0.061260
  1931          75             0.070609        0.072572        0.071614
  1931          76             0.081547        0.085311        0.083466
  1931          77             0.077815        0.084890        0.081404
  1931          78             0.094986        0.093245        0.094108
  1931          79             0.095386        0.108410        0.101905
  1931          80             0.099549        0.111426        0.105269
  1931          81             0.095569        0.107287        0.101184
  1931          82             0.117998        0.124567        0.121087
  1931          83             0.129107        0.145738        0.136750
  1931          84             0.142962        0.173911        0.157000
  1931          85             0.153323        0.166736        0.159313
  1931          86             0.170333        0.216382        0.190382
  1931          87             0.171477        0.210500        0.188095
  1931          88             0.201709        0.234107        0.215495
  1931          89             0.194642        0.240216        0.213886
  1931          90             0.249896        0.247704        0.248991
  1931          91             0.218433        0.220948        0.219469
  1931          92             0.235341        0.277803        0.252923
  1931          93             0.209123        0.322745        0.255894
  1931          94             0.273879        0.306906        0.287187
  1931          95             0.332314        0.361631        0.343798
  1931          96             0.308084        0.325215        0.314521
  1931          97             0.353696        0.341634        0.349276
  1931          98             0.379567        0.452997        0.406967
  1931          99             0.315779        0.220002        0.278802
  1931         100             0.398270        0.465237        0.423862
  1931         101             0.423375        0.501872        0.451742
  1931         102             0.452128        0.543215        0.485787
  1931         103             0.503439        0.617103        0.545847
  1931         104             0.575844        0.710706        0.622881
  1931         105             0.700556        0.918567        0.772023
  1931         106             1.298824        1.783784        1.399254
  1931         107             6.000000              .        6.000000
  1931         108                   .              .              .
  1931         109                   .              .              .
  1931         110+                  .              .              .
  1932           0             0.073639        0.095960        0.084936
  1932           1             0.009881        0.011264        0.010581
  1932           2             0.004567        0.005686        0.005133
  1932           3             0.003330        0.003390        0.003360
  1932           4             0.002251        0.002950        0.002605
  1932           5             0.001961        0.002167        0.002065
  1932           6             0.001593        0.002059        0.001829
  1932           7             0.001526        0.001861        0.001695
  1932           8             0.001328        0.001804        0.001568
  1932           9             0.001211        0.001689        0.001452
  1932          10             0.001359        0.001331        0.001345
  1932          11             0.001293        0.001427        0.001361
  1932          12             0.001284        0.001720        0.001504
  1932          13             0.001246        0.001377        0.001312
  1932          14             0.001870        0.001679        0.001774
  1932          15             0.001697        0.001685        0.001691
  1932          16             0.001724        0.002011        0.001869
  1932          17             0.002018        0.002434        0.002228
  1932          18             0.002476        0.002737        0.002608
  1932          19             0.002802        0.002873        0.002837
  1932          20             0.002568        0.002925        0.002749
  1932          21             0.002892        0.003136        0.003015
  1932          22             0.003102        0.003043        0.003072
  1932          23             0.003139        0.003010        0.003073
  1932          24             0.003523        0.003053        0.003282
  1932          25             0.003610        0.002893        0.003241
  1932          26             0.003741        0.003201        0.003461
  1932          27             0.003489        0.003035        0.003253
  1932          28             0.003368        0.003214        0.003288
  1932          29             0.003685        0.003111        0.003386
  1932          30             0.003680        0.003204        0.003432
  1932          31             0.003890        0.003567        0.003722
  1932          32             0.004773        0.004128        0.004437
  1932          33             0.003648        0.002822        0.003218
  1932          34             0.004078        0.003237        0.003641
  1932          35             0.004464        0.003879        0.004160
  1932          36             0.004575        0.004592        0.004584
  1932          37             0.004736        0.004582        0.004656
  1932          38             0.004861        0.004616        0.004734
  1932          39             0.004907        0.004259        0.004567
  1932          40             0.005409        0.004789        0.005082
  1932          41             0.004770        0.004372        0.004559
  1932          42             0.005607        0.005890        0.005758
  1932          43             0.005359        0.005202        0.005275
  1932          44             0.005944        0.005900        0.005920
  1932          45             0.006216        0.006726        0.006493
  1932          46             0.006239        0.005574        0.005876
  1932          47             0.006209        0.006257        0.006235
  1932          48             0.007698        0.007662        0.007678
  1932          49             0.007781        0.007879        0.007835
  1932          50             0.008462        0.009949        0.009279
  1932          51             0.007970        0.008655        0.008345
  1932          52             0.009614        0.011166        0.010464
  1932          53             0.009818        0.010990        0.010459
  1932          54             0.011091        0.011049        0.011068
  1932          55             0.011585        0.012732        0.012211
  1932          56             0.013322        0.013961        0.013670
  1932          57             0.013468        0.014742        0.014160
  1932          58             0.014250        0.016794        0.015629
  1932          59             0.015488        0.019295        0.017544
  1932          60             0.017040        0.020908        0.019121
  1932          61             0.016994        0.019008        0.018073
  1932          62             0.021548        0.023569        0.022626
  1932          63             0.021253        0.025801        0.023669
  1932          64             0.025103        0.027760        0.026509
  1932          65             0.028438        0.032242        0.030442
  1932          66             0.026645        0.030491        0.028662
  1932          67             0.032932        0.037375        0.035253
  1932          68             0.036685        0.039951        0.038385
  1932          69             0.036097        0.043097        0.039731
  1932          70             0.044095        0.051671        0.048016
  1932          71             0.044434        0.048316        0.046438
  1932          72             0.052876        0.061514        0.057324
  1932          73             0.056605        0.065479        0.061163
  1932          74             0.064957        0.069719        0.067397
  1932          75             0.071912        0.080106        0.076100
  1932          76             0.081185        0.089353        0.085349
  1932          77             0.084378        0.091518        0.088006
  1932          78             0.102083        0.106533        0.104331
  1932          79             0.099655        0.105914        0.102795
  1932          80             0.105789        0.120091        0.112653
  1932          81             0.107481        0.117837        0.112437
  1932          82             0.120892        0.146845        0.133246
  1932          83             0.141826        0.167641        0.153844
  1932          84             0.164440        0.179479        0.171265
  1932          85             0.173385        0.203185        0.186736
  1932          86             0.170590        0.206004        0.186144
  1932          87             0.205030        0.246841        0.222806
  1932          88             0.240449        0.233056        0.237354
  1932          89             0.215244        0.255726        0.232234
  1932          90             0.261389        0.288328        0.272571
  1932          91             0.230203        0.238210        0.233491
  1932          92             0.291877        0.317863        0.302469
  1932          93             0.255846        0.321185        0.281980
  1932          94             0.296155        0.387299        0.331960
  1932          95             0.413878        0.352881        0.389652
  1932          96             0.337221        0.356818        0.344920
  1932          97             0.403904        0.412373        0.407055
  1932          98             0.425111        0.291117        0.375690
  1932          99             0.395141        0.407420        0.399830
  1932         100             0.408283        0.477826        0.435083
  1932         101             0.429992        0.509072        0.458908
  1932         102             0.449677        0.561473        0.487758
  1932         103             0.472317        0.625724        0.524881
  1932         104             0.535135        0.774637        0.615542
  1932         105             0.635347        1.015707        0.749216
  1932         106             0.882353        2.047904        1.143624
  1932         107             6.000000              .        6.000000
  1932         108                   .              .              .
  1932         109                   .              .              .
  1932         110+                  .              .              .
  1933           0             0.068690        0.090162        0.079562
  1933           1             0.009230        0.010950        0.010101
  1933           2             0.004077        0.004917        0.004502
  1933           3             0.002895        0.003520        0.003211
  1933           4             0.002171        0.002472        0.002324
  1933           5             0.001733        0.001736        0.001734
  1933           6             0.001478        0.001713        0.001597
  1933           7             0.001347        0.001723        0.001537
  1933           8             0.001105        0.001714        0.001413
  1933           9             0.001098        0.001323        0.001212
  1933          10             0.001200        0.001389        0.001295
  1933          11             0.001082        0.001325        0.001204
  1933          12             0.001062        0.001317        0.001191
  1933          13             0.001398        0.001375        0.001387
  1933          14             0.001273        0.001278        0.001276
  1933          15             0.001286        0.001705        0.001498
  1933          16             0.001831        0.002077        0.001955
  1933          17             0.001973        0.002181        0.002078
  1933          18             0.002156        0.002228        0.002193
  1933          19             0.002438        0.002576        0.002508
  1933          20             0.002802        0.002816        0.002809
  1933          21             0.002550        0.002571        0.002561
  1933          22             0.002704        0.002738        0.002721
  1933          23             0.002940        0.003077        0.003009
  1933          24             0.003089        0.002854        0.002969
  1933          25             0.003270        0.002605        0.002929
  1933          26             0.003404        0.002842        0.003115
  1933          27             0.003210        0.003019        0.003111
  1933          28             0.003905        0.003042        0.003457
  1933          29             0.003458        0.002738        0.003083
  1933          30             0.003826        0.002758        0.003269
  1933          31             0.003719        0.002948        0.003316
  1933          32             0.004231        0.003240        0.003713
  1933          33             0.003989        0.003777        0.003878
  1933          34             0.003490        0.002940        0.003203
  1933          35             0.003998        0.003093        0.003528
  1933          36             0.004115        0.003523        0.003809
  1933          37             0.004408        0.004023        0.004209
  1933          38             0.005124        0.004282        0.004687
  1933          39             0.004628        0.004325        0.004470
  1933          40             0.004816        0.004482        0.004641
  1933          41             0.004404        0.004326        0.004363
  1933          42             0.005219        0.005447        0.005340
  1933          43             0.005560        0.005084        0.005306
  1933          44             0.005479        0.005540        0.005511
  1933          45             0.005295        0.006233        0.005802
  1933          46             0.006962        0.006266        0.006582
  1933          47             0.006995        0.007078        0.007040
  1933          48             0.007159        0.007828        0.007526
  1933          49             0.007552        0.007505        0.007526
  1933          50             0.008729        0.008755        0.008743
  1933          51             0.007692        0.008827        0.008315
  1933          52             0.009603        0.011029        0.010385
  1933          53             0.009425        0.010717        0.010132
  1933          54             0.011003        0.011127        0.011071
  1933          55             0.011741        0.012567        0.012192
  1933          56             0.012178        0.013035        0.012645
  1933          57             0.012558        0.013645        0.013149
  1933          58             0.015483        0.016360        0.015959
  1933          59             0.014762        0.017737        0.016370
  1933          60             0.017130        0.020461        0.018926
  1933          61             0.015606        0.018056        0.016922
  1933          62             0.022168        0.024157        0.023232
  1933          63             0.025430        0.027647        0.026611
  1933          64             0.023115        0.027325        0.025348
  1933          65             0.029376        0.029852        0.029627
  1933          66             0.028075        0.030947        0.029584
  1933          67             0.031338        0.037209        0.034410
  1933          68             0.035592        0.041267        0.038550
  1933          69             0.037778        0.041655        0.039791
  1933          70             0.044095        0.048295        0.046268
  1933          71             0.038600        0.044175        0.041473
  1933          72             0.052762        0.060272        0.056619
  1933          73             0.059528        0.064482        0.062066
  1933          74             0.060767        0.070134        0.065556
  1933          75             0.072510        0.076645        0.074619
  1933          76             0.077074        0.082523        0.079849
  1933          77             0.080095        0.088653        0.084442
  1933          78             0.097663        0.101124        0.099412
  1933          79             0.095120        0.108392        0.101782
  1933          80             0.102871        0.121063        0.111578
  1933          81             0.103874        0.119115        0.111132
  1933          82             0.125329        0.137875        0.131285
  1933          83             0.128189        0.164618        0.145314
  1933          84             0.138055        0.169005        0.152245
  1933          85             0.155652        0.195340        0.173366
  1933          86             0.182509        0.201672        0.190947
  1933          87             0.205760        0.221269        0.212470
  1933          88             0.210460        0.242213        0.223778
  1933          89             0.196050        0.237411        0.213101
  1933          90             0.260912        0.283818        0.270339
  1933          91             0.233490        0.254406        0.242073
  1933          92             0.265497        0.239957        0.255059
  1933          93             0.316686        0.290752        0.306153
  1933          94             0.332447        0.284690        0.313588
  1933          95             0.342624        0.292170        0.322685
  1933          96             0.334241        0.310550        0.324607
  1933          97             0.457746        0.379874        0.426788
  1933          98             0.519192        0.375495        0.463176
  1933          99             0.274683        0.456882        0.343151
  1933         100             0.408040        0.452346        0.424083
  1933         101             0.426149        0.497401        0.452496
  1933         102             0.445079        0.556808        0.483646
  1933         103             0.459643        0.669073        0.524157
  1933         104             0.478599        0.842936        0.584693
  1933         105             0.567785        1.397089        0.770167
  1933         106             0.735598        4.212766        1.159533
  1933         107             0.807692              .        0.807692
  1933         108                   .              .              .
  1933         109                   .              .              .
  1933         110+                  .              .              .
  1934           0             0.067480        0.088536        0.078170
  1934           1             0.009821        0.011128        0.010484
  1934           2             0.004286        0.005469        0.004886
  1934           3             0.003122        0.003656        0.003392
  1934           4             0.002294        0.002885        0.002594
  1934           5             0.001740        0.002095        0.001920
  1934           6             0.001499        0.002026        0.001765
  1934           7             0.001222        0.001665        0.001446
  1934           8             0.001154        0.001520        0.001339
  1934           9             0.001125        0.001402        0.001265
  1934          10             0.001113        0.001268        0.001192
  1934          11             0.000942        0.001194        0.001069
  1934          12             0.001047        0.001330        0.001189
  1934          13             0.001339        0.001403        0.001371
  1934          14             0.001251        0.001659        0.001457
  1934          15             0.001581        0.001330        0.001455
  1934          16             0.001686        0.001622        0.001653
  1934          17             0.001999        0.001743        0.001869
  1934          18             0.001985        0.002177        0.002082
  1934          19             0.002213        0.002249        0.002231
  1934          20             0.002549        0.002251        0.002398
  1934          21             0.002537        0.002626        0.002582
  1934          22             0.002600        0.002528        0.002563
  1934          23             0.002895        0.002191        0.002539
  1934          24             0.002754        0.002620        0.002686
  1934          25             0.003002        0.002518        0.002756
  1934          26             0.002906        0.002725        0.002813
  1934          27             0.002953        0.002672        0.002809
  1934          28             0.003608        0.003282        0.003440
  1934          29             0.003229        0.002681        0.002945
  1934          30             0.003721        0.002938        0.003313
  1934          31             0.003377        0.002796        0.003073
  1934          32             0.003125        0.003319        0.003227
  1934          33             0.004248        0.003499        0.003856
  1934          34             0.004101        0.003848        0.003969
  1934          35             0.003981        0.004024        0.004003
  1934          36             0.004003        0.003645        0.003817
  1934          37             0.004146        0.003412        0.003766
  1934          38             0.004543        0.004123        0.004325
  1934          39             0.004111        0.003554        0.003821
  1934          40             0.004270        0.004600        0.004442
  1934          41             0.004224        0.003912        0.004061
  1934          42             0.004594        0.005340        0.004986
  1934          43             0.005417        0.004817        0.005100
  1934          44             0.005201        0.005400        0.005307
  1934          45             0.005486        0.006453        0.006006
  1934          46             0.005798        0.006290        0.006065
  1934          47             0.006367        0.006742        0.006572
  1934          48             0.007248        0.007673        0.007481
  1934          49             0.007619        0.007864        0.007753
  1934          50             0.007615        0.009134        0.008448
  1934          51             0.007234        0.007998        0.007654
  1934          52             0.009357        0.010168        0.009802
  1934          53             0.009787        0.010448        0.010149
  1934          54             0.010266        0.012996        0.011762
  1934          55             0.010570        0.012319        0.011526
  1934          56             0.011645        0.014146        0.013008
  1934          57             0.011971        0.013787        0.012958
  1934          58             0.015420        0.018203        0.016929
  1934          59             0.015293        0.018305        0.016923
  1934          60             0.017197        0.020234        0.018836
  1934          61             0.015748        0.019637        0.017840
  1934          62             0.022002        0.025876        0.024078
  1934          63             0.023355        0.028165        0.025922
  1934          64             0.023435        0.030029        0.026938
  1934          65             0.027628        0.032282        0.030090
  1934          66             0.025456        0.030674        0.028203
  1934          67             0.029101        0.034271        0.031811
  1934          68             0.034752        0.039117        0.037030
  1934          69             0.035160        0.042153        0.038792
  1934          70             0.043844        0.047250        0.045605
  1934          71             0.037737        0.044089        0.041004
  1934          72             0.049587        0.057106        0.053438
  1934          73             0.053941        0.063213        0.058675
  1934          74             0.062082        0.075592        0.068967
  1934          75             0.069964        0.073438        0.071731
  1934          76             0.070204        0.079701        0.075028
  1934          77             0.072701        0.087618        0.080260
  1934          78             0.093949        0.100852        0.097431
  1934          79             0.090755        0.107973        0.099383
  1934          80             0.101436        0.108850        0.104989
  1934          81             0.093498        0.108583        0.100665
  1934          82             0.115701        0.133839        0.124267
  1934          83             0.123318        0.150128        0.135895
  1934          84             0.143002        0.172096        0.156460
  1934          85             0.158187        0.164607        0.161087
  1934          86             0.178531        0.202633        0.189150
  1934          87             0.182397        0.211698        0.195140
  1934          88             0.199708        0.227739        0.211663
  1934          89             0.198215        0.251529        0.220053
  1934          90             0.259875        0.281340        0.268527
  1934          91             0.210524        0.239116        0.222143
  1934          92             0.233655        0.274756        0.250349
  1934          93             0.271029        0.291217        0.279270
  1934          94             0.279158        0.260525        0.271506
  1934          95             0.336772        0.268836        0.309254
  1934          96             0.278205        0.344145        0.304613
  1934          97             0.261987        0.417578        0.324313
  1934          98             0.358714        0.346391        0.353787
  1934          99             0.171843        0.305633        0.223319
  1934         100             0.472968        0.410158        0.450610
  1934         101             0.510403        0.445751        0.486973
  1934         102             0.555850        0.483992        0.529466
  1934         103             0.610111        0.542360        0.587338
  1934         104             0.664810        0.693780        0.672910
  1934         105             0.744706        1.054545        0.814579
  1934         106             1.079826        6.000000        1.285118
  1934         107             2.444444              .        2.444444
  1934         108             6.000000              .        6.000000
  1934         109                   .              .              .
  1934         110+                  .              .              .
  1935           0             0.065913        0.086446        0.076373
  1935           1             0.010397        0.011375        0.010894
  1935           2             0.004727        0.005106        0.004919
  1935           3             0.003133        0.003910        0.003526
  1935           4             0.002496        0.002812        0.002656
  1935           5             0.001965        0.002325        0.002147
  1935           6             0.001806        0.001818        0.001812
  1935           7             0.001321        0.001887        0.001607
  1935           8             0.001402        0.001638        0.001521
  1935           9             0.001221        0.001534        0.001379
  1935          10             0.001214        0.001461        0.001339
  1935          11             0.001275        0.001423        0.001350
  1935          12             0.001136        0.001449        0.001294
  1935          13             0.001229        0.001523        0.001377
  1935          14             0.001550        0.001739        0.001646
  1935          15             0.001589        0.001747        0.001669
  1935          16             0.001733        0.001891        0.001813
  1935          17             0.001683        0.002219        0.001954
  1935          18             0.002036        0.002207        0.002122
  1935          19             0.002136        0.002619        0.002379
  1935          20             0.002370        0.002761        0.002567
  1935          21             0.002713        0.002458        0.002585
  1935          22             0.002751        0.002640        0.002695
  1935          23             0.002848        0.002483        0.002664
  1935          24             0.002731        0.002390        0.002558
  1935          25             0.003005        0.002735        0.002868
  1935          26             0.003074        0.003126        0.003101
  1935          27             0.003237        0.002714        0.002970
  1935          28             0.003238        0.002848        0.003038
  1935          29             0.003791        0.002953        0.003357
  1935          30             0.003534        0.003261        0.003392
  1935          31             0.003368        0.002789        0.003064
  1935          32             0.003703        0.003551        0.003623
  1935          33             0.003467        0.003412        0.003438
  1935          34             0.003884        0.003526        0.003696
  1935          35             0.004263        0.004457        0.004364
  1935          36             0.004164        0.003544        0.003842
  1935          37             0.004162        0.003363        0.003748
  1935          38             0.005188        0.004501        0.004832
  1935          39             0.004928        0.004078        0.004487
  1935          40             0.004416        0.004972        0.004704
  1935          41             0.004291        0.004144        0.004215
  1935          42             0.005375        0.005647        0.005517
  1935          43             0.005283        0.005254        0.005268
  1935          44             0.004964        0.005433        0.005212
  1935          45             0.005347        0.006543        0.005986
  1935          46             0.005747        0.005962        0.005863
  1935          47             0.006510        0.006879        0.006711
  1935          48             0.007487        0.007223        0.007343
  1935          49             0.007301        0.008475        0.007943
  1935          50             0.007869        0.010074        0.009076
  1935          51             0.007394        0.008637        0.008076
  1935          52             0.009523        0.010585        0.010106
  1935          53             0.008795        0.010428        0.009691
  1935          54             0.010209        0.011213        0.010759
  1935          55             0.010786        0.012081        0.011493
  1935          56             0.012431        0.013167        0.012832
  1935          57             0.011720        0.015502        0.013774
  1935          58             0.014162        0.017612        0.016032
  1935          59             0.016087        0.017275        0.016729
  1935          60             0.018111        0.021036        0.019690
  1935          61             0.016858        0.019755        0.018417
  1935          62             0.020659        0.024846        0.022905
  1935          63             0.021799        0.028144        0.025189
  1935          64             0.024452        0.030120        0.027467
  1935          65             0.027364        0.034231        0.031001
  1935          66             0.027040        0.029477        0.028325
  1935          67             0.030712        0.033817        0.032342
  1935          68             0.034628        0.037933        0.036355
  1935          69             0.036619        0.041886        0.039356
  1935          70             0.041565        0.050730        0.046301
  1935          71             0.040043        0.045184        0.042684
  1935          72             0.052159        0.059728        0.056026
  1935          73             0.054286        0.064146        0.059306
  1935          74             0.065264        0.073762        0.069581
  1935          75             0.071637        0.078751        0.075242
  1935          76             0.073874        0.078548        0.076238
  1935          77             0.076860        0.089783        0.083379
  1935          78             0.088674        0.099878        0.094301
  1935          79             0.096713        0.105203        0.100950
  1935          80             0.105176        0.122985        0.113763
  1935          81             0.092423        0.113202        0.102300
  1935          82             0.126900        0.131985        0.129297
  1935          83             0.128701        0.149427        0.138402
  1935          84             0.152774        0.163657        0.157821
  1935          85             0.160299        0.191400        0.174539
  1935          86             0.161538        0.197426        0.177530
  1935          87             0.201854        0.218609        0.209116
  1935          88             0.210914        0.226281        0.217516
  1935          89             0.206835        0.241252        0.221258
  1935          90             0.224205        0.252212        0.235410
  1935          91             0.247940        0.268010        0.255906
  1935          92             0.276247        0.321713        0.294382
  1935          93             0.269151        0.283212        0.274752
  1935          94             0.334067        0.305090        0.322214
  1935          95             0.373587        0.274950        0.331765
  1935          96             0.346995        0.377986        0.359759
  1935          97             0.338543        0.450474        0.380732
  1935          98             0.453436        0.417991        0.439761
  1935          99             0.328357        0.328272        0.328323
  1935         100             0.414140        0.380443        0.401276
  1935         101             0.429950        0.394156        0.416773
  1935         102             0.450664        0.429130        0.442640
  1935         103             0.482843        0.468813        0.477532
  1935         104             0.524152        0.548661        0.532584
  1935         105             0.560554        0.836735        0.630491
  1935         106             0.631953        1.278689        0.713547
  1935         107             0.739726              .        0.739726
  1935         108                   .              .              .
  1935         109                   .              .              .
  1935         110+                  .              .              .
  1936           0             0.063311        0.080033        0.071842
  1936           1             0.009369        0.010331        0.009858
  1936           2             0.004140        0.005169        0.004662
  1936           3             0.002844        0.003386        0.003118
  1936           4             0.002609        0.002567        0.002588
  1936           5             0.002178        0.002272        0.002225
  1936           6             0.002183        0.002302        0.002243
  1936           7             0.001613        0.001732        0.001673
  1936           8             0.001310        0.001639        0.001476
